ticket_id,created_date,user_id,issue_category,issue_subcategory,user_message,urgency,priority,sentiment,status,resolution_time_hours,channel,city,state,app_version,customer_segment,human_escalation_required,csat_score
TKT-202605-0059,2026-04-27,USR-532067,Account,Account Locked,I cannot access my account and I am worried about unauthorized activity.,High,High,Frustrated,Escalated,59.3,Phone,Ahmedabad,Gujarat,8.22.1,New Investor,True,2.8
TKT-202605-0046,2026-04-27,USR-822858,Account,Login Issue,The app keeps asking for OTP but does not let me access my account.,Low,Low,Confused,Resolved,8.7,Email,Hyderabad,Telangana,8.21.0,Active Trader,False,3.7
TKT-202605-0013,2026-04-27,USR-863587,SIP,SIP Payment Failed,SIP autopay failed twice and the app still shows payment pending.,Medium,Medium,Frustrated,Resolved,24.5,In-App,Kolkata,West Bengal,8.21.0,New Investor,True,3.7
TKT-202605-0304,2026-04-27,USR-133362,KYC,KYC Rejected,The app says my selfie or document verification failed during KYC.,Low,Low,Confused,Resolved,50.0,Phone,Jaipur,Rajasthan,8.23.0,Mutual Fund Investor,False,3.4
TKT-202605-0223,2026-04-28,USR-437864,SIP,SIP Payment Failed,The SIP installment did not go through even though my bank shows a debit.,High,Low,Frustrated,Resolved,30.0,Chat,Delhi,Delhi,8.24.2,Mutual Fund Investor,False,3.8
TKT-202605-0049,2026-04-28,USR-783157,SIP,SIP Payment Failed,SIP autopay failed twice and the app still shows payment pending.,High,Low,Angry,In Progress,42.5,In-App,Hyderabad,Telangana,8.22.1,Mutual Fund Investor,False,3.8
TKT-202605-0229,2026-04-28,USR-952679,Stocks,Stock Holdings Not Visible,My bought shares are not visible in holdings after the order was completed.,Medium,High,Frustrated,In Progress,20.7,In-App,Jaipur,Rajasthan,8.25.0,Active Trader,True,3.0
TKT-202605-0007,2026-04-28,USR-590785,Stocks,Stock Holdings Not Visible,My portfolio value looks incorrect after a stock transaction.,Low,Low,Confused,Resolved,28.5,Chat,Bengaluru,Karnataka,8.24.2,High Value Customer,False,4.0
TKT-202605-0089,2026-04-29,USR-119116,Payments,Money Debited Investment Not Confirmed,Payment completed from my bank account but the transaction status is pending.,High,High,Confused,Resolved,30.3,Chat,Pune,Maharashtra,8.25.0,Active Trader,True,3.7
TKT-202605-0075,2026-04-29,USR-530764,Payments,Money Debited Investment Not Confirmed,Payment completed from my bank account but the transaction status is pending.,High,High,Frustrated,In Progress,19.9,In-App,Mumbai,Maharashtra,8.25.0,Active Trader,True,3.0
TKT-202605-0083,2026-04-29,USR-913934,Orders,Stock Order Pending,The order did not execute even though the market price reached my limit.,High,Medium,Calm,In Progress,57.1,Chat,Kolkata,West Bengal,8.25.0,Mutual Fund Investor,False,3.4
TKT-202605-0415,2026-04-29,USR-723861,Account,Login Issue,Login is failing after I changed my phone and reinstalled the app.,Medium,Medium,Frustrated,Resolved,13.9,Chat,Mumbai,Maharashtra,8.25.0,Long-Term Investor,True,4.6
TKT-202605-0311,2026-04-30,USR-414985,Mutual Funds,NAV Explanation,Why is my mutual fund NAV different from yesterday?,Medium,High,Angry,Resolved,7.6,Phone,Chennai,Tamil Nadu,8.24.2,New Investor,False,5.0
TKT-202605-0029,2026-04-30,USR-105814,Account,Login Issue,I am not receiving OTP and cannot log in to my account.,Low,Low,Confused,Resolved,9.2,Phone,Ahmedabad,Gujarat,8.22.1,Long-Term Investor,False,3.5
TKT-202605-0280,2026-04-30,USR-309365,Risky Financial Advice,F&O Risk Query,Can I put all my money into F&O for quick profit?,Low,Medium,Calm,Resolved,6.7,Phone,Jaipur,Rajasthan,8.25.0,New Investor,False,5.0
TKT-202605-0192,2026-05-01,USR-583388,Payments,Money Debited Investment Not Confirmed,Money was debited from my bank but the investment is still not confirmed.,High,Medium,Calm,Resolved,47.0,Chat,Hyderabad,Telangana,8.24.2,Long-Term Investor,False,3.7
TKT-202605-0366,2026-05-01,USR-722999,Account,Login Issue,The app keeps asking for OTP but does not let me access my account.,Medium,Medium,Confused,Resolved,10.0,In-App,Bengaluru,Karnataka,8.22.1,Mutual Fund Investor,False,4.4
TKT-202605-0371,2026-05-01,USR-157875,Orders,Stock Order Pending,Stock order status is stuck and I need to know if it was sent to the exchange.,Medium,High,Frustrated,Resolved,21.8,In-App,Jaipur,Rajasthan,8.24.2,Active Trader,True,3.2
TKT-202605-0341,2026-05-01,USR-724103,Mutual Funds,Redemption Delay,My mutual fund redemption is delayed and money is not credited yet.,High,High,Confused,Resolved,24.9,In-App,Delhi,Delhi,8.24.2,Mutual Fund Investor,False,4.2
TKT-202605-0290,2026-05-01,USR-508783,Payments,Money Debited Investment Not Confirmed,Payment completed from my bank account but the transaction status is pending.,High,Medium,Frustrated,Escalated,41.3,Chat,Ahmedabad,Gujarat,8.24.2,Active Trader,True,1.8
TKT-202605-0147,2026-05-02,USR-384263,IPO,IPO Mandate Failed,My IPO UPI mandate failed and the bid is not confirmed.,Medium,High,Frustrated,Resolved,13.8,In-App,Bengaluru,Karnataka,8.24.2,Active Trader,False,4.5
TKT-202605-0306,2026-05-02,USR-651752,Mutual Funds,Redemption Delay,Redemption status is processed but I cannot see the money in my bank account.,High,High,Calm,Escalated,73.6,Chat,Gurugram,Haryana,8.24.2,New Investor,True,2.9
TKT-202605-0179,2026-05-02,USR-745972,Payments,Money Debited Investment Not Confirmed,Money was debited from my bank but the investment is still not confirmed.,High,High,Confused,Resolved,34.1,Chat,Kolkata,West Bengal,8.23.0,Mutual Fund Investor,True,2.5
TKT-202605-0076,2026-05-03,USR-986438,Mutual Funds,NAV Explanation,I invested today but the NAV date looks different in the app.,Medium,Medium,Confused,Resolved,10.1,Chat,Pune,Maharashtra,8.24.2,Mutual Fund Investor,False,4.0
TKT-202605-0114,2026-05-03,USR-862847,KYC,KYC Rejected,KYC keeps failing and I do not understand the rejection reason.,Medium,Medium,Frustrated,Open,120.0,Phone,Pune,Maharashtra,8.23.0,Active Trader,True,2.5
TKT-202605-0299,2026-05-03,USR-354897,SIP,SIP Payment Failed,My SIP failed but money got debited from my bank account.,High,High,Confused,Resolved,38.1,In-App,Hyderabad,Telangana,8.24.2,Mutual Fund Investor,False,3.8
TKT-202605-0240,2026-05-03,USR-234618,Stocks,Stock Holdings Not Visible,My bought shares are not visible in holdings after the order was completed.,Low,Low,Frustrated,In Progress,27.9,Chat,Jaipur,Rajasthan,8.24.2,Long-Term Investor,False,4.0
TKT-202605-0363,2026-05-03,USR-658388,Risky Financial Advice,F&O Risk Query,Can I put all my money into F&O for quick profit?,Low,Low,Calm,Resolved,7.6,Chat,Pune,Maharashtra,8.24.2,Mutual Fund Investor,False,5.0
TKT-202605-0237,2026-05-03,USR-202170,KYC,KYC Rejected,The app says my selfie or document verification failed during KYC.,Medium,Medium,Frustrated,Resolved,15.3,Chat,Hyderabad,Telangana,8.23.0,Long-Term Investor,False,3.7
TKT-202605-0172,2026-05-03,USR-238320,General Education,ETF vs Mutual Fund,I want to learn how ETFs trade compared with mutual funds.,Low,Low,Frustrated,In Progress,6.3,Chat,Bengaluru,Karnataka,8.25.0,Long-Term Investor,False,2.8
TKT-202605-0374,2026-05-04,USR-175532,KYC,KYC Rejected,My KYC was rejected even though I uploaded PAN and address proof.,Medium,Medium,Frustrated,In Progress,103.8,Phone,Kolkata,West Bengal,8.23.0,New Investor,True,2.3
TKT-202605-0318,2026-05-04,USR-384489,Account,Login Issue,The app keeps asking for OTP but does not let me access my account.,Medium,High,Frustrated,Escalated,22.4,In-App,Pune,Maharashtra,8.24.2,Long-Term Investor,True,2.1
TKT-202605-0328,2026-05-04,USR-274573,IPO,IPO Application Status,My IPO application is submitted but I cannot see the allotment result.,High,High,Frustrated,In Progress,28.3,Chat,Jaipur,Rajasthan,8.25.0,Mutual Fund Investor,False,3.9
TKT-202605-0068,2026-05-05,USR-776149,Mutual Funds,NAV Explanation,Please explain when NAV is calculated for mutual fund orders.,Low,Low,Angry,Resolved,11.0,Chat,Chennai,Tamil Nadu,8.22.1,High Value Customer,False,3.0
TKT-202605-0362,2026-05-05,USR-792759,Mutual Funds,Redemption Delay,I redeemed my fund but the bank credit has not arrived after the expected date.,Medium,Low,Frustrated,Open,91.3,Phone,Chennai,Tamil Nadu,8.22.1,Mutual Fund Investor,False,3.6
TKT-202605-0342,2026-05-05,USR-217683,KYC,KYC Rejected,KYC keeps failing and I do not understand the rejection reason.,High,High,Calm,Resolved,50.9,Phone,Pune,Maharashtra,8.24.2,High Value Customer,True,3.0
TKT-202605-0334,2026-05-05,USR-740774,SIP,SIP Payment Failed,The SIP installment did not go through even though my bank shows a debit.,Low,Low,Frustrated,Resolved,16.2,Phone,Gurugram,Haryana,8.24.2,Long-Term Investor,False,3.0
TKT-202605-0344,2026-05-05,USR-148381,Payments,Money Debited Investment Not Confirmed,Money was debited from my bank but the investment is still not confirmed.,High,High,Frustrated,In Progress,49.9,Email,Ahmedabad,Gujarat,8.24.2,Active Trader,True,3.4
TKT-202605-0157,2026-05-05,USR-742439,Orders,Stock Order Pending,My stock order is still pending and funds are blocked.,Medium,Low,Calm,In Progress,58.3,Email,Chennai,Tamil Nadu,8.24.2,Mutual Fund Investor,False,3.5
TKT-202605-0193,2026-05-06,USR-409440,Orders,Stock Order Pending,The order did not execute even though the market price reached my limit.,High,High,Frustrated,Resolved,23.8,Chat,Kolkata,West Bengal,8.24.2,New Investor,False,3.8
TKT-202605-0343,2026-05-06,USR-906859,Orders,Stock Order Pending,My stock order is still pending and funds are blocked.,High,High,Confused,Resolved,24.1,In-App,Ahmedabad,Gujarat,8.25.0,Mutual Fund Investor,False,3.4
TKT-202605-0321,2026-05-06,USR-810929,General Education,ETF vs Mutual Fund,I want to learn how ETFs trade compared with mutual funds.,Low,Low,Calm,Resolved,6.3,In-App,Jaipur,Rajasthan,8.24.2,Active Trader,False,4.7
TKT-202605-0381,2026-05-06,USR-441505,SIP,SIP Payment Failed,My SIP failed but money got debited from my bank account.,High,High,Angry,Resolved,18.1,Phone,Ahmedabad,Gujarat,8.23.0,New Investor,False,3.4
TKT-202605-0001,2026-05-06,USR-688508,Account,Login Issue,I am not receiving OTP and cannot log in to my account.,High,Medium,Angry,Escalated,28.6,Phone,Pune,Maharashtra,8.24.2,Active Trader,True,2.4
TKT-202605-0408,2026-05-07,USR-224357,Payments,Money Debited Investment Not Confirmed,Money was debited from my bank but the investment is still not confirmed.,High,High,Calm,In Progress,52.9,Chat,Ahmedabad,Gujarat,8.24.2,Mutual Fund Investor,True,2.1
TKT-202605-0303,2026-05-07,USR-621718,Account,Account Locked,I cannot access my account and I am worried about unauthorized activity.,High,Medium,Confused,In Progress,57.3,Chat,Gurugram,Haryana,8.23.0,Active Trader,False,3.5
TKT-202605-0033,2026-05-07,USR-883826,Mutual Funds,NAV Explanation,I invested today but the NAV date looks different in the app.,Low,Medium,Frustrated,Resolved,7.0,Email,Gurugram,Haryana,8.24.2,New Investor,False,5.0
TKT-202605-0317,2026-05-07,USR-248213,Orders,Stock Order Pending,Stock order status is stuck and I need to know if it was sent to the exchange.,High,High,Frustrated,Resolved,29.4,Phone,Chennai,Tamil Nadu,8.21.0,Mutual Fund Investor,True,3.3
TKT-202605-0203,2026-05-07,USR-736818,Payments,Money Debited Investment Not Confirmed,Payment completed from my bank account but the transaction status is pending.,High,Medium,Frustrated,Escalated,83.1,Chat,Chennai,Tamil Nadu,8.21.0,New Investor,True,2.5
TKT-202605-0134,2026-05-07,USR-860242,Risky Financial Advice,F&O Risk Query,Can I put all my money into F&O for quick profit?,Low,Low,Calm,In Progress,15.1,Chat,Pune,Maharashtra,8.24.2,Mutual Fund Investor,False,3.3
TKT-202605-0135,2026-05-07,USR-327823,Mutual Funds,NAV Explanation,Why is my mutual fund NAV different from yesterday?,Low,Low,Confused,Resolved,4.6,Chat,Hyderabad,Telangana,8.25.0,New Investor,False,4.1
TKT-202605-0227,2026-05-08,USR-747703,Account,Account Locked,My account is locked and I need urgent help to access my holdings.,High,High,Confused,Escalated,53.6,Chat,Pune,Maharashtra,8.24.2,Mutual Fund Investor,True,3.6
TKT-202605-0283,2026-05-08,USR-382495,KYC,KYC Rejected,KYC keeps failing and I do not understand the rejection reason.,High,High,Confused,Resolved,93.1,In-App,Bengaluru,Karnataka,8.23.0,New Investor,False,3.3
TKT-202605-0216,2026-05-08,USR-364239,Account,Login Issue,I am not receiving OTP and cannot log in to my account.,High,Low,Confused,In Progress,25.4,Email,Hyderabad,Telangana,8.24.2,Long-Term Investor,True,3.2
TKT-202605-0144,2026-05-09,USR-768706,Account,Login Issue,The app keeps asking for OTP but does not let me access my account.,High,High,Frustrated,Resolved,15.6,In-App,Kolkata,West Bengal,8.25.0,Mutual Fund Investor,True,3.7
TKT-202605-0271,2026-05-09,USR-546768,Payments,Money Debited Investment Not Confirmed,Amount got deducted and I cannot see the mutual fund order confirmation.,High,High,Confused,Resolved,73.5,Email,Gurugram,Haryana,8.22.1,Mutual Fund Investor,True,3.3
TKT-202605-0274,2026-05-09,USR-859687,IPO,IPO Application Status,My IPO application is submitted but I cannot see the allotment result.,Medium,Medium,Calm,Resolved,10.0,In-App,Mumbai,Maharashtra,8.23.0,Mutual Fund Investor,False,3.9
